,geography,cause_of_death,gender,age_desc,age_code,measure,time_format,unit,time,obs_value,age_type
3376,South East,W54 Bitten or struck by dog,Female,Aged 25-29,7,Deaths,Annual,Persons,2023,0,adult
3377,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2013,0,adult
3378,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2014,0,adult
3379,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2015,0,adult
3380,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2016,0,adult
3381,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2017,0,adult
3382,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2018,0,adult
3383,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2019,0,adult
3384,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2020,0,adult
3385,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2021,0,adult
3386,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2022,0,adult
3387,South East,W54 Bitten or struck by dog,Female,Aged 30-34,8,Deaths,Annual,Persons,2023,0,adult
3388,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2013,0,adult
3389,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2014,0,adult
3390,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2015,0,adult
3391,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2016,0,adult
3392,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2017,0,adult
3393,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2018,0,adult
3394,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2019,0,adult
3395,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2020,0,adult
3396,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2021,0,adult
3397,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2022,0,adult
3398,South East,W54 Bitten or struck by dog,Female,Aged 35-39,9,Deaths,Annual,Persons,2023,0,adult
3399,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2013,0,adult
3400,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2014,0,adult
3401,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2015,0,adult
3402,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2016,0,adult
3403,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2017,0,adult
3404,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2018,0,adult
3405,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2019,0,adult
3406,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2020,0,adult
3407,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2021,0,adult
3408,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2022,0,adult
3409,South East,W54 Bitten or struck by dog,Female,Aged 40-44,10,Deaths,Annual,Persons,2023,0,adult
3410,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2013,0,adult
3411,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2014,0,adult
3412,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2015,0,adult
3413,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2016,0,adult
3414,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2017,0,adult
3415,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2018,0,adult
3416,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2019,0,adult
3417,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2020,0,adult
3418,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2021,0,adult
3419,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2022,0,adult
3420,South East,W54 Bitten or struck by dog,Female,Aged 45-49,11,Deaths,Annual,Persons,2023,0,adult
3421,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2013,0,adult
3422,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2014,0,adult
3423,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2015,0,adult
3424,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2016,0,adult
3425,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2017,0,adult
3426,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2018,0,adult
3427,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2019,0,adult
3428,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2020,0,adult
3429,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2021,0,adult
3430,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2022,0,adult
3431,South East,W54 Bitten or struck by dog,Female,Aged 50-54,12,Deaths,Annual,Persons,2023,0,adult
3432,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2013,0,adult
3433,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2014,0,adult
3434,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2015,0,adult
3435,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2016,0,adult
3436,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2017,0,adult
3437,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2018,0,adult
3438,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2019,0,adult
3439,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2020,0,adult
3440,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2021,0,adult
3441,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2022,0,adult
3442,South East,W54 Bitten or struck by dog,Female,Aged 55-59,13,Deaths,Annual,Persons,2023,0,adult
3443,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2013,0,adult
3444,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2014,0,adult
3445,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2015,0,adult
3446,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2016,0,adult
3447,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2017,0,adult
3448,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2018,0,adult
3449,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2019,0,adult
3450,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2020,1,adult
3451,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2021,0,adult
3452,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2022,0,adult
3453,South East,W54 Bitten or struck by dog,Female,Aged 60-64,14,Deaths,Annual,Persons,2023,0,adult
3454,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2013,0,adult
3455,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2014,0,adult
3456,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2015,0,adult
3457,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2016,0,adult
3458,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2017,0,adult
3459,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2018,0,adult
3460,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2019,0,adult
3461,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2020,0,adult
3462,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2021,0,adult
3463,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2022,0,adult
3464,South East,W54 Bitten or struck by dog,Female,Aged 65-69,15,Deaths,Annual,Persons,2023,1,adult
3465,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2013,0,adult
3466,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2014,0,adult
3467,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2015,0,adult
3468,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2016,0,adult
3469,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2017,0,adult
3470,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2018,0,adult
3471,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2019,0,adult
3472,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2020,0,adult
3473,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2021,0,adult
3474,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2022,0,adult
3475,South East,W54 Bitten or struck by dog,Female,Aged 70-74,16,Deaths,Annual,Persons,2023,0,adult
3476,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2013,0,adult
3477,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2014,1,adult
3478,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2015,0,adult
3479,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2016,1,adult
3480,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2017,1,adult
3481,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2018,0,adult
3482,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2019,0,adult
3483,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2020,0,adult
3484,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2021,0,adult
3485,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2022,0,adult
3486,South East,W54 Bitten or struck by dog,Female,Aged 75-79,17,Deaths,Annual,Persons,2023,1,adult
3487,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2013,0,adult
3488,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2014,0,adult
3489,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2015,0,adult
3490,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2016,0,adult
3491,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2017,0,adult
3492,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2018,0,adult
3493,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2019,0,adult
3494,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2020,0,adult
3495,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2021,0,adult
3496,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2022,0,adult
3497,South East,W54 Bitten or struck by dog,Female,Aged 80-84,18,Deaths,Annual,Persons,2023,0,adult
3498,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2013,0,adult
3499,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2014,0,adult
3500,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2015,0,adult
3501,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2016,0,adult
3502,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2017,0,adult
3503,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2018,0,adult
3504,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2019,0,adult
3505,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2020,0,adult
3506,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2021,0,adult
3507,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2022,0,adult
3508,South East,W54 Bitten or struck by dog,Female,Aged 85-89,19,Deaths,Annual,Persons,2023,0,adult
3509,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2013,0,adult
3510,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2014,0,adult
3511,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2015,0,adult
3512,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2016,0,adult
3513,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2017,0,adult
3514,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2018,0,adult
3515,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2019,0,adult
3516,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2020,0,adult
3517,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2021,0,adult
3518,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2022,0,adult
3519,South East,W54 Bitten or struck by dog,Female,Aged 90 and over,20,Deaths,Annual,Persons,2023,0,adult
3520,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2013,0,child
3521,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2014,0,child
3522,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2015,0,child
3523,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2016,0,child
3524,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2017,0,child
3525,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2018,0,child
3526,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2019,0,child
3527,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2020,0,child
3528,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2021,0,child
3529,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2022,0,child
3530,South West,W54 Bitten or struck by dog,Male,Aged under 1,1,Deaths,Annual,Persons,2023,0,child
3531,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2013,0,child
3532,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2014,0,child
3533,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2015,0,child
3534,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2016,0,child
3535,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2017,0,child
3536,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2018,0,child
3537,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2019,0,child
3538,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2020,0,child
3539,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2021,0,child
3540,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2022,0,child
3541,South West,W54 Bitten or struck by dog,Male,Aged 1 to 4,2,Deaths,Annual,Persons,2023,0,child
3542,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2013,0,child
3543,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2014,0,child
3544,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2015,0,child
3545,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2016,0,child
3546,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2017,0,child
3547,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2018,0,child
3548,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2019,0,child
3549,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2020,0,child
3550,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2021,1,child
3551,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2022,0,child
3552,South West,W54 Bitten or struck by dog,Male,Aged 5 to 9,3,Deaths,Annual,Persons,2023,0,child
3553,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2013,0,child
3554,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2014,0,child
3555,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2015,0,child
3556,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2016,0,child
3557,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2017,0,child
3558,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2018,0,child
3559,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2019,0,child
3560,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2020,0,child
3561,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2021,0,child
3562,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2022,0,child
3563,South West,W54 Bitten or struck by dog,Male,Aged 10-14,4,Deaths,Annual,Persons,2023,0,child
3564,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2013,0,child
3565,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2014,0,child
3566,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2015,0,child
3567,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2016,0,child
3568,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2017,0,child
3569,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2018,0,child
3570,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2019,0,child
3571,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2020,0,child
3572,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2021,0,child
3573,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2022,0,child
3574,South West,W54 Bitten or struck by dog,Male,Aged 15-19,5,Deaths,Annual,Persons,2023,0,child
3575,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2013,0,adult
3576,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2014,0,adult
3577,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2015,0,adult
3578,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2016,0,adult
3579,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2017,0,adult
3580,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2018,0,adult
3581,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2019,0,adult
3582,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2020,0,adult
3583,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2021,0,adult
3584,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2022,0,adult
3585,South West,W54 Bitten or struck by dog,Male,Aged 20-24,6,Deaths,Annual,Persons,2023,0,adult
3586,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2013,0,adult
3587,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2014,0,adult
3588,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2015,0,adult
3589,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2016,0,adult
3590,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2017,0,adult
3591,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2018,0,adult
3592,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2019,0,adult
3593,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2020,0,adult
3594,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2021,0,adult
3595,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2022,0,adult
3596,South West,W54 Bitten or struck by dog,Male,Aged 25-29,7,Deaths,Annual,Persons,2023,0,adult
3597,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2013,0,adult
3598,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2014,0,adult
3599,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2015,0,adult
3600,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2016,0,adult
3601,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2017,0,adult
3602,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2018,0,adult
3603,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2019,0,adult
3604,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2020,0,adult
3605,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2021,0,adult
3606,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2022,0,adult
3607,South West,W54 Bitten or struck by dog,Male,Aged 30-34,8,Deaths,Annual,Persons,2023,0,adult
3608,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2013,0,adult
3609,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2014,0,adult
3610,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2015,0,adult
3611,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2016,0,adult
3612,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2017,0,adult
3613,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2018,0,adult
3614,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2019,0,adult
3615,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2020,0,adult
3616,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2021,0,adult
3617,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2022,0,adult
3618,South West,W54 Bitten or struck by dog,Male,Aged 35-39,9,Deaths,Annual,Persons,2023,0,adult
3619,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2013,0,adult
3620,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2014,0,adult
3621,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2015,0,adult
3622,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2016,0,adult
3623,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2017,0,adult
3624,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2018,0,adult
3625,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2019,0,adult
3626,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2020,0,adult
3627,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2021,1,adult
3628,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2022,0,adult
3629,South West,W54 Bitten or struck by dog,Male,Aged 40-44,10,Deaths,Annual,Persons,2023,1,adult
3630,South West,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2013,0,adult
3631,South West,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2014,0,adult
3632,South West,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2015,0,adult
3633,South West,W54 Bitten or struck by dog,Male,Aged 45-49,11,Deaths,Annual,Persons,2016,0,adult
